season,hour,MOST_mean,BRN_ANC_mean,MOST_std,BRN_ANC_std,MOST_n,BRN_ANC_n,n_days
Dry Season (May-Sep),23.5,0.154654009951317,0.08767089552769479,0.0632991885357898,0.06268922987099222,89,143,1155
Wet Season (Oct-Apr),0.0,0.1685188353790615,0.09188784606554828,0.07542507769337257,0.060096819686695356,303,352,1477
Wet Season (Oct-Apr),0.5,0.16287915835571895,0.09269850905249634,0.07822822935948301,0.06331763107217368,327,339,1477
Wet Season (Oct-Apr),1.0,0.17502368104061156,0.09572902344025579,0.0798950675971163,0.0672116276275604,280,321,1477
Wet Season (Oct-Apr),1.5,0.16950505915161812,0.09489618297688511,0.07882800142216684,0.0675375325383408,286,324,1477
Wet Season (Oct-Apr),2.0,0.16490171744190218,0.09124789228116395,0.07609369462257844,0.05974001698480568,269,307,1477
Wet Season (Oct-Apr),2.5,0.15907790656892867,0.08537863916967432,0.07065422564576875,0.056167369540189124,262,293,1477
Wet Season (Oct-Apr),3.0,0.15862731723169124,0.0779932679988321,0.06605323476303904,0.049067530591415345,259,306,1477
Wet Season (Oct-Apr),3.5,0.15422105690781948,0.07858739182293091,0.0671372393639132,0.044871820567410174,242,257,1477
Wet Season (Oct-Apr),4.0,0.1518121015741429,0.07500943783926851,0.06445472253477619,0.044131038218877934,245,266,1477
Wet Season (Oct-Apr),4.5,0.1554706201791327,0.07579292088898329,0.0636886640984121,0.04157015979741232,244,280,1477
Wet Season (Oct-Apr),5.0,0.14471697785749046,0.07028149212282796,0.06482460711237963,0.04624328608633651,230,256,1477
Wet Season (Oct-Apr),5.5,0.1429204893347407,0.0721913826647697,0.06141738466544709,0.04017650778601539,231,266,1477
Wet Season (Oct-Apr),6.0,0.1487908871937234,0.07683298808199007,0.067216088746247,0.0449846563055859,270,317,1477
Wet Season (Oct-Apr),6.5,0.1513432880504617,0.08849781215948695,0.05702306301359414,0.04816286460966595,536,494,1477
Wet Season (Oct-Apr),7.0,0.15275480928651136,0.10225421763992702,0.05693916273019743,0.05291866793061371,820,679,1477
Wet Season (Oct-Apr),7.5,0.14972754610695826,0.1181861581860722,0.05695361739211714,0.05651655974503185,958,745,1477
